tender_no.,tender_description,agency,award_date,tender_detail_status,supplier_name,Price,Years experience ,no of s project done
CAA000ETT15000023,"Provision of consultancy services to design, implement and analyse Mystery Shopper Exercise to be conducted in relation to Changi Airport's Facilities and Services",Civil Aviation Authority of Singapore,09-07-2015,Awarded to Suppliers,PRICEWATERHOUSECOOPERS CONSULTING (SINGAPORE) PTE. LTD.,997160,4,1
CAA000ETT15000024,Provision of Manpower Services for the Development of the CAAS Information Management Network,Civil Aviation Authority of Singapore,27-05-2015,Awarded to Suppliers,RMA CONTRACTS PTE. LTD.,406800,4,1
CAA000ETT15000025,Installation and Maintenance of Uninterruptible Power Supply (UPS) System,Civil Aviation Authority of Singapore,21-08-2015,Awarded to Suppliers,SEED SYSTEM PTE. LTD.,1288000,4,1
CAA000ETT15000026,Replacement of Passenger and Service Lifts and Provision of 5 Years Lift Maintenance Services,Civil Aviation Authority of Singapore,17-09-2015,Awarded to Suppliers,OTIS ELEVATOR COMPANY (S) PTE LTD,254400,4,1
CAA000ETT15000028,Provision Of Manpower Services For The Development Of The Information Management Test Platform,Civil Aviation Authority of Singapore,11-06-2015,Awarded to Suppliers,RMA CONTRACTS PTE. LTD.,219225,4,1
CAA000ETT15000029,Provision Of Digital International Private Leased Circuit (IPLC) And Associated Equipment Between Singapore And Vietnam For A Period of 36 Months,Civil Aviation Authority of Singapore,19-06-2015,Awarded to No Suppliers,Unknown,0,4,1
CAA000ETT15000030,Provision Of Real Estate Management Services,Civil Aviation Authority of Singapore,29-01-2016,Awarded to Suppliers,Jones Lang LaSalle Property Consultants Pte Ltd,1,4,1
CAA000ETT15000031,"Supply, Install, Testing And Commissioning Of Two 1Gbps Local Leased Circuits (LCCs) For A Period Of 3 Years",Civil Aviation Authority of Singapore,14-07-2015,Awarded to Suppliers,SINGAPORE TELECOMMUNICATIONS LIMITED,357266.8,4,1
CAA000ETT15000032,Provision of Layout Design and Media Space for Advertisement,Civil Aviation Authority of Singapore,29-06-2015,Awarded to Suppliers,STARLIGHT ADVERTISING (PTE) LTD.,99260,4,1
CAA000ETT15000033,Provision of New Electronic Medical Records Management and Maintenance Services,Civil Aviation Authority of Singapore,01-09-2015,Awarded to Suppliers,NAPIER HEALTHCARE SOLUTIONS PTE. LTD.,1932000,4,1
CAA000ETT15000034,Provision of Maintenance and Other Services for Electrical Systems and Related Facilities for a Period of 3 years,Civil Aviation Authority of Singapore,30-06-2015,Awarded to Suppliers,INDECO ENGINEERS (PTE) LTD,464280,4,1
CAA000ETT15000036,Provision of Event Management Services for Aviation Run 2015,Civil Aviation Authority of Singapore,18-08-2015,Awarded to Suppliers,NUCLEUS EVENTS PRODUCTION PTE. LTD.,189074,4,1
CAA000ETT15000037,Supply of Computer and Network Equipment for CAAS' Information Management Network,Civil Aviation Authority of Singapore,05-11-2015,Awarded to Suppliers,Genesis Networks Pte Ltd,226738,4,1
CAA000ETT15000039,"Conduct of Airbus 320 (A320) Pilot Type Rating Course, Operational Line Pilot Training and Safety & Emergency Procedures Training",Civil Aviation Authority of Singapore,05-11-2015,Awarded to No Suppliers,Unknown,0,4,1
CAA000ETT15000040,Provision of Programme Management and Related Services for the Aviation Learning Journeys,Civil Aviation Authority of Singapore,01-10-2015,Awarded to Suppliers,MASTEREIGN LEARNING JOURNEYS PTE. LTD.,236010,4,1
CAA000ETT15000041,Provision Of Digital International Private Leased Circuit (IPLC) And Associated Equipment Between Singapore And Vietnam For A Period Of 36 Months,Civil Aviation Authority of Singapore,25-09-2015,Awarded to No Suppliers,Unknown,0,4,1
CAA000ETT15000042,Supply and Delivery of One (1) Saloon Vehicle,Civil Aviation Authority of Singapore,06-10-2015,Awarded to No Suppliers,Unknown,0,4,1
CAA000ETT15000046,Provision of Consultancy Services for Regulatory Audit,Civil Aviation Authority of Singapore,23-09-2015,Awarded to Suppliers,CAA INTERNATIONAL LIMITED,101177,4,1
CAA000ETT15000047,Replacement of Fire Protection System,Civil Aviation Authority of Singapore,21-12-2015,Awarded to Suppliers,Mei De Engineering Pte Ltd,351200,4,1
CAA000ETT15000048,Renovation Works at CAAS Premises,Civil Aviation Authority of Singapore,16-11-2015,Awarded to Suppliers,NORTHSEA CONSULTANT PTE. LTD.,131400,4,1
CAA000ETT15000049,"Design, development and implementation services of software system to administer and manage courses and programmes",Civil Aviation Authority of Singapore,29-04-2016,Awarded to Suppliers,NCS PTE. LTD.,1835168,4,1
CAA000ETT15000050,Legal Services for a Period of Two Years with Option to Extend for Another One Year,Civil Aviation Authority of Singapore,20-11-2015,Awarded to Suppliers,CENTRAL CHAMBERS LAW CORPORATION,1,4,1
CAA000ETT15000050,Legal Services for a Period of Two Years with Option to Extend for Another One Year,Civil Aviation Authority of Singapore,20-11-2015,Awarded to Suppliers,DENTONS RODYK & DAVIDSON LLP,1,4,1
CAA000ETT15000050,Legal Services for a Period of Two Years with Option to Extend for Another One Year,Civil Aviation Authority of Singapore,20-11-2015,Awarded to Suppliers,KHATTARWONG LLP,1,4,1
CAA000ETT15000050,Legal Services for a Period of Two Years with Option to Extend for Another One Year,Civil Aviation Authority of Singapore,20-11-2015,Awarded to Suppliers,LEE & LEE,1,4,1
CAA000ETT15000050,Legal Services for a Period of Two Years with Option to Extend for Another One Year,Civil Aviation Authority of Singapore,20-11-2015,Awarded to Suppliers,RAJAH & TANN SINGAPORE LLP,1,4,1
CAA000ETT15000051,Provision of Consultancy Services for Climate Change Study,Civil Aviation Authority of Singapore,08-12-2015,Awarded to Suppliers,HASKONINGDHV NEDERLAND B.V.,569000,4,1
CAA000ETT15000053,Maintenance Services for CAAS' Internet Accessible Application Systems and Websites,Civil Aviation Authority of Singapore,11-12-2015,Awarded to Suppliers,TECH MAHINDRA LIMITED (SINGAPORE BRANCH),808700,4,1
CAA000ETT15000054,Provision of Consultancy Services for Alternative Regulatory Frameworks,Civil Aviation Authority of Singapore,12-11-2015,Awarded to Suppliers,DOTECON LIMITED,237720,4,1
CAA000ETT15000055,Provision of consultancy services to conduct a survey with airlines/ground handlers,Civil Aviation Authority of Singapore,20-11-2015,Awarded to Suppliers,AADVANTAGE CONSULTING GROUP PTE. LTD.,40700,4,1
CAA000ETT15000056,Provision of consultancy services for the Enterprise Document Management System,Civil Aviation Authority of Singapore,23-11-2015,Awarded to Suppliers,PRICEWATERHOUSECOOPERS CONSULTING (SINGAPORE) PTE. LTD.,213600,4,1
CAA000ETT15000058,Replacement Of Existing Lighting And Associated Electrical Systems,Civil Aviation Authority of Singapore,18-12-2015,Awarded to Suppliers,ELIKTRICAL ENGINEERING PTE. LTD.,108080,4,1
CAA000ETT15000059,Provision of Automated Call and Short Message Service (SMS) Notification Services,Civil Aviation Authority of Singapore,21-01-2016,Awarded to Suppliers,STARHUB LTD.,213836,4,1
CAA000ETT15000060,Provision of security services at Singapore Aviation Academy and its external grounds for a period of 2 years,Civil Aviation Authority of Singapore,26-11-2015,Awarded to Suppliers,SECURITY & RISK SOLUTIONS PTE. LTD.,364800,4,1
CAA000ETT15000061,"Design, refurbishment and outfitting of the CAAS hospitality pavilion for Singapore Airshow 2016",Civil Aviation Authority of Singapore,21-12-2015,Awarded to Suppliers,Pico Art International Pte Ltd,98800,3,1
CAA000ETT15000062,Provision of consultancy services for the study on Electronic Data Interchange usage,Civil Aviation Authority of Singapore,06-01-2016,Awarded to Suppliers,PRICEWATERHOUSECOOPERS CONSULTING (SINGAPORE) PTE. LTD.,368000,3,1
CAA000ETT15000063,Replacement of Security Fences at Offshore Islands,Civil Aviation Authority of Singapore,18-03-2016,Awarded to Suppliers,CHUA YEW SENG CONSTRUCTION & ELECTRICAL ENGRG PTE LTD,354010,3,1
CAA000ETT15000064,Supply and delivery of one (1) saloon vehicle inclusive of valid 10-year COE,Civil Aviation Authority of Singapore,11-12-2015,Awarded to Suppliers,CYCLE & CARRIAGE INDUSTRIES PTE. LIMITED,194319,3,1
CAA000ETT15000066,Provision of consultancy services to design a passenger centralised data management system,Civil Aviation Authority of Singapore,01-04-2016,Awarded to Suppliers,SITA INFORMATION NETWORKING COMPUTING (ASIA PACIFIC) PTE LTD,390000,3,1
CAA000ETT15000068,Provision Of Digital International Private Leased Circuit (IPLC) And Associated Equipment Between Singapore And Vietnam For A Period Of 36 Months,Civil Aviation Authority of Singapore,21-03-2016,Awarded to Suppliers,SINGAPORE TELECOMMUNICATIONS LIMITED,162389,3,1
CAA000ETT15000071,Provision of Goods and Services for Generators Replacement and Related Works,Civil Aviation Authority of Singapore,18-03-2016,Awarded to Suppliers,SDDA PTE. LTD.,173636,3,1
CAA000ETT15000072,Provision Of Closed Circuit Tv (CCTV) System And Monitoring Services At Air Navigation Services (ANS) Premises,Civil Aviation Authority of Singapore,03-03-2016,Awarded to Suppliers,ADEMCO (FAR EAST) PTE LTD,491796,3,1
CAA000ETT15000074,"Supply, Delivery and Installation of a Fire Suppression System",Civil Aviation Authority of Singapore,18-03-2016,Awarded to Suppliers,IFACILITIES PTE. LTD.,198989,3,1
CAA000ETT15000075,Provision of full flight simulation training,Civil Aviation Authority of Singapore,02-02-2016,Awarded to Suppliers,AIRBUS ASIA TRAINING CENTRE PTE. LTD.,104800,3,1
CAA000ETT15000075,Provision of full flight simulation training,Civil Aviation Authority of Singapore,02-02-2016,Awarded to Suppliers,AVIATION SAFETY AND TRAINING PTE. LTD.,6400,3,1
CAA000ETT15000075,Provision of full flight simulation training,Civil Aviation Authority of Singapore,02-02-2016,Awarded to Suppliers,BOEING SINGAPORE TRAINING AND FLIGHT SERVICES PTE. LTD.,70928,3,1
CAA000ETT15000076,Provision of Services for Migration of CAAS' Knowledge Management System (KMS),Civil Aviation Authority of Singapore,01-03-2016,Awarded to Suppliers,Fuji Xerox Singapore Pte Ltd,487900,3,1
CAA000ETT15000078,Design and Renovation Works at CAAS Corporate Office,Civil Aviation Authority of Singapore,05-02-2016,Awarded to Suppliers,ATELIER TANG (PTE.) LTD.,696926,3,1
CAA000ETT15000080,Construction Of Equipment Buildings And Facilities At Singapore Changi Airport,Civil Aviation Authority of Singapore,18-05-2016,Awarded to Suppliers,SCB BUILDING CONSTRUCTION PTE. LTD.,29380000,3,1
CAA000ETT16000001,Provision of horticultural services for a period of 2 years,Civil Aviation Authority of Singapore,14-03-2016,Awarded to Suppliers,BSG LANDSCAPE & CONSTRUCTION PTE. LTD.,597320,3,1
CAA000ETT16000003,Provision of Mechanical and Electrical Underground Services Diversion and Relocation Works,Civil Aviation Authority of Singapore,22-03-2016,Awarded to Suppliers,Maha Arul Sithi Construction & Engineering Pte Ltd,168800,3,1
CAA000ETT16000004,Replacement of Advanced Surface Movement Guidance and Control System and Multilateration System,Civil Aviation Authority of Singapore,05-12-2016,Awarded to Suppliers,SAAB TECHNOLOGIES B.V.,17994144,3,1
CAA000ETT16000005,Provision of Electronic Key Management System,Civil Aviation Authority of Singapore,25-04-2016,Awarded to Suppliers,Coselec Pte Ltd,120800,3,1
CAA000ETT16000007,Provision of instrument flight procedures design system and related maintenance,Civil Aviation Authority of Singapore,13-10-2016,Awarded to Suppliers,NCS COMMUNICATIONS ENGINEERING PTE. LTD.,667986,3,1
CAA000ETT16000013,Provision and maintenance of a computer-based examination system for a period of 5 years,Civil Aviation Authority of Singapore,03-05-2016,Awarded to Suppliers,ASPEQ LIMITED,3397000,3,1
CAA000ETT16000014,Replacement of UH1H Helicopter Simulator at Selarang Fire Training Ground,Civil Aviation Authority of Singapore,31-05-2016,Awarded to Suppliers,HEXCEL SOLUTIONS PTE. LTD.,148930,3,1
CAA000ETT16000015,Provision of Leadership Development Programmes for Officers in the Civil Aviation Authority of Singapore,Civil Aviation Authority of Singapore,30-06-2016,Awarded to Suppliers,SEQUOIA GROUP PTE. LTD.,301000,3,1
CAA000ETT16000017,Implementation of Medium-altitude Earth Orbit Search and Rescue (MEOSAR) Ground System,Civil Aviation Authority of Singapore,23-12-2016,Awarded to Suppliers,"MCMURDO, INC.",6183366,3,1
CAA000ETT16000018,Supply and delivery of two motor vehicles inclusive of valid 10-year COE,Civil Aviation Authority of Singapore,07-06-2016,Awarded to Suppliers,CYCLE & CARRIAGE AUTOMOTIVE PTE LIMITED,244357.28,3,1
CAA000ETT16000019,Provision of Vehicle Crash Barrier System,Civil Aviation Authority of Singapore,20-06-2016,Awarded to Suppliers,GLASS@WORX PTE. LTD.,185000,3,1
CAA000ETT16000020,Replacement of Fan Coil Units and Variable Refrigerant Volume Air-Conditioning Systems,Civil Aviation Authority of Singapore,01-07-2016,Awarded to Suppliers,S&P SYSTEM SERVICES PTE. LTD.,834100,3,1
CAA000ETT16000021,Upgrading Works And Term Contract For Adhoc Minor Works To CAAS Premises And Properties In Singapore And Offshore Islands,Civil Aviation Authority of Singapore,20-07-2016,Awarded to Suppliers,CHUA YEW SENG CONSTRUCTION & ELECTRICAL ENGRG PTE LTD,454750,3,4
CAA000ETT16000022,Provision Of Infra-Red Thermographic Scanning Services,Civil Aviation Authority of Singapore,27-06-2016,Awarded to Suppliers,Setsco Services Pte Ltd,84960,3,4
CAA000ETT16000023,Provision of enterprise - Safety Oversight Management System (eSOMs) with maintenance services,Civil Aviation Authority of Singapore,29-12-2016,Awarded to Suppliers,NCS PTE. LTD.,5500767.37,3,4
CAA000ETT16000025,Supply and Delivery of Two 7-Seater Vehicles Inclusive of Valid 10 Years COE,Civil Aviation Authority of Singapore,07-07-2016,Awarded to Suppliers,BORNEO MOTORS (SINGAPORE) PTE. LTD.,230000,3,4
CAA000ETT16000026,Appointment of Insurance Broker for Group Personal Accident (GPA) Insurance Policy for CAAS,Civil Aviation Authority of Singapore,30-06-2016,Awarded to Suppliers,ACCLAIM INSURANCE BROKERS PTE. LTD.,53290.76,3,4
CAA000ETT16000027,Replacement of air-conditioning units and fan system,Civil Aviation Authority of Singapore,08-09-2016,Awarded to Suppliers,JA ENGINEERING AND TRADING PTE. LTD.,172000,3,4
CAA000ETT16000028,"Engagement of entertainment artiste for CAAS event at Montreal, Canada",Civil Aviation Authority of Singapore,10-08-2016,Awarded to Suppliers,SONY MUSIC ENTERTAINMENT SINGAPORE (PTE.) LTD.,69000,3,4
CAA000ETT16000029,Provision of Photography Services for CAAS,Civil Aviation Authority of Singapore,22-08-2016,Awarded to Suppliers,FIREFLY PHOTOGRAPHY PTE. LTD.,3900,3,4
CAA000ETT16000029,Provision of Photography Services for CAAS,Civil Aviation Authority of Singapore,22-08-2016,Awarded to Suppliers,Howie Photography,5020,3,4
CAA000ETT16000031,Purchase of Media Space in The Straits Times,Civil Aviation Authority of Singapore,30-06-2016,Awarded to Suppliers,LINS ADVERTISING & MARKETING PTE LTD,104008.52,3,4
CAA000ETT16000032,Supply and delivery of two vehicles inclusive of valid 10-year COE,Civil Aviation Authority of Singapore,10-10-2016,Awarded to Suppliers,VANTAGE AUTOMOTIVE LIMITED,140625.84,3,4
CAA000ETT16000035,Supply and Installation of Air Traffic Control Consoles,Civil Aviation Authority of Singapore,26-09-2016,Awarded to Suppliers,DATUMSTRUCT (CFS) PTE. LTD.,159500,3,4
CAA000ETT16000037,Supply of Card Access Control System and Closed Circuit TV (CCTV) System,Civil Aviation Authority of Singapore,19-09-2016,Awarded to Suppliers,CERTIS TECHNOLOGY (SINGAPORE) PTE. LTD.,199000,3,4
CAA000ETT16000038,Provision of Maintenance and Support Services for Computer Hardware and IT Network Equipment for a period of two years,Civil Aviation Authority of Singapore,01-09-2016,Awarded to Suppliers,NCS PTE. LTD.,533263.97,3,4
CAA000ETT16000039,Replacement of Mechanical & Electrical Systems at CAAS Premises,Civil Aviation Authority of Singapore,24-10-2016,Awarded to Suppliers,KANDENKO CO LTD,447500,3,4
CAA000ETT16000040,Supply and delivery of Mock-up Cargo and Related Services for Aviation Challenge 2,Civil Aviation Authority of Singapore,01-11-2016,Awarded to Suppliers,AIRPORT EQUIPMENT SERVICES PTE LTD,150300,3,4
CAA000ETT16000044,Consultancy study for the review of aviation security frameworks for air navigation services,Civil Aviation Authority of Singapore,23-11-2016,Awarded to Suppliers,ARUP SINGAPORE PRIVATE LIMITED,490000,3,4
CAA000ETT16000045,Provision of Aviation and Public Liability Insurance Broking Services,Civil Aviation Authority of Singapore,27-10-2016,Awarded to Suppliers,Jardine Lloyd Thompson Private Limited,75000,3,4
CAA000ETT16000046,Provision of consultancy services on airport users' requirements and satisfaction with facilities and services at Changi Airport,Civil Aviation Authority of Singapore,10-11-2016,Awarded to No Suppliers,Unknown,0,3,4
CAA000ETT16000051,Provision of Consultancy Services for Job Evaluation Exercise,Civil Aviation Authority of Singapore,23-11-2016,Awarded to Suppliers,MERCER (SINGAPORE) PTE. LTD.,70980,3,4
CAA000ETT16000057,Provision of Offshore Accommodation Vessel for Workshop on Underwater Search of Flight Recorders,Civil Aviation Authority of Singapore,24-11-2016,Awarded to No Suppliers,Unknown,0,3,4
CAA000ETT16000060,Provision of consultancy services for the impact assessment of Single Process implementation at Singapore Changi Airport,Civil Aviation Authority of Singapore,29-12-2016,Awarded to Suppliers,SEABURY CARGO ADVISORY B.V.,260000,3,4
CAA000ETT16000061,Supply and delivery of one utility lorry inclusive of valid 10-year COE,Civil Aviation Authority of Singapore,05-12-2016,Awarded to Suppliers,FOTON MOTOR AUV (SINGAPORE) PTE. LTD.,113099,3,4
CCS000ETT14000006,"Provision of Meeting Package, Meeting & Function Rooms, Dining Packages and Hotel Accomodation for the International Competition Network Annual Conference 2016",Competition and Consumer Commission of Singapore (CCCS),26-02-2015,Awarded to Suppliers,MARINA BAY SANDS PTE. LTD.,219259.05,3,4
CCS000ETT15000001,Professsional conference organiser services for ICN Annual Conference 2016,Competition and Consumer Commission of Singapore (CCCS),09-09-2015,Awarded to Suppliers,ROXWELL PTE. LTD.,224349,3,4
CCS000ETT16000003,Provision and Installation of New Access Card Reader System and Comprehensive Maintenance for Security System,Competition and Consumer Commission of Singapore (CCCS),15-04-2016,Awarded to Suppliers,CERTIS TECHNOLOGY (SINGAPORE) PTE. LTD.,84350,3,4
CCS000ETT16000006,Provision of Renovation Works of Office Rooms For Competition Commission Of Singapore (CCS),Competition and Consumer Commission of Singapore (CCCS),17-08-2016,Awarded to Suppliers,Aspacio Design Associates Pte Ltd,107769,3,4
CCS000ETT16000007,"Provision of Consultancy Services on ""Competition Policy, E-Commerce and Big Data in ASEAN""",Competition and Consumer Commission of Singapore (CCCS),21-12-2016,Awarded to Suppliers,PRICEWATERHOUSECOOPERS CONSULTING (SINGAPORE) PTE. LTD.,393600,3,4
